Protein,Gene,Transcript,SignalP,TargetP,TMHMM,PredGPI,WoLF.PSORT,SecretomeP,Uniprot
ENSP00000456008,ENSG00000102854,ENST00000563941,0.692,0.841,PredHel=1,7.86E-08,"extr 16, E.R. 6.5, lyso 5, E.R._golg 5, golg ",0.477,Q13421
ENSP00000457655,ENSG00000103196,ENST00000564567,0.746,0.96,PredHel=1,0.0197671,"extr 25, E.R. 4",0.779,Q9H0B8
ENSP00000456281,ENSG00000140545,ENST00000566497,0.806,0.869,PredHel=0,0.00921151,"extr 27, lyso 2, golg 2",0.712,Q08431
ENSP00000456702,ENSG00000102854,ENST00000566549,0.692,0.841,PredHel=1,7.86E-08,"extr 16, E.R. 6.5, lyso 5, E.R._golg 5, golg ",0.477,Q13421
ENSP00000454685,ENSG00000157322,ENST00000568461,0.891,0.97,PredHel=0,0.415113,"extr 14.5, extr_plas 14, plas 12.5, E.R. 2, p",0.758,A5D8T8
ENSP00000457369,ENSG00000234465,ENST00000569031,0.139,0.156,PredHel=0,0.674137,"extr 22, nucl 8",0.932,A6NC86
ENSP00000454858,ENSG00000103196,ENST00000569090,0.746,0.96,PredHel=1,0.611773,"extr 23, plas 5, mito 2",0.937,Q9H0B8
ENSP00000454768,ENSG00000178226,ENST00000569305,0.672,0.936,PredHel=0,4.45E-06,"extr 24, lyso 4, pero 3",0.803,Q5K4E3
ENSP00000457629,ENSG00000257017,ENST00000570083,0.88,0.96,PredHel=0,0.0652445,"extr 27, E.R. 3",0.689,P00738
ENSP00000460548,ENSG00000169344,ENST00000570689,0.883,0.963,PredHel=0,1.78E-07,"extr 25, lyso 3, nucl 2.5, cyto_nucl 2.5",0.715,P07911
ENSP00000458369,ENSG00000103355,ENST00000570702,0.874,0.843,PredHel=0,0.970079,"extr 28, lyso 4",0.365,Q8NF86
ENSP00000458566,ENSG00000176845,ENST00000570778,0.123,0.044,PredHel=0,0.566514,"mito 18, cyto 6.5, nucl 5, cyto_pero 4",0.934,Q641Q3
ENSP00000458585,ENSG00000262406,ENST00000571244,0.835,0.868,PredHel=0,0.580132,"extr 20, E.R. 6, lyso 4",0.547,P39900
ENSP00000460798,ENSG00000176845,ENST00000571814,0.123,0.044,PredHel=0,0.566514,"mito 18, cyto 6.5, nucl 5, cyto_pero 4",0.934,Q641Q3
ENSP00000460665,ENSG00000262484,ENST00000571838,0.833,0.96,PredHel=0,0.209562,"extr 27, E.R. 4",0.414,I3L3R5
ENSP00000458903,ENSG00000167740,ENST00000575251,0.134,0.114,PredHel=0,0.949207,"extr 27, cyto 4",0.936,Q8WUJ1
ENSP00000458973,ENSG00000129214,ENST00000575903,0.889,0.866,PredHel=0,0.774696,"extr 19.5, extr_plas 11, mito 3, lyso 3, golg",0.596,P04278
ENSP00000461695,ENSG00000263247,ENST00000576999,0.899,0.944,PredHel=0,0.0339251,extr 32,0.941,Q16378
ENSP00000458352,ENSG00000167740,ENST00000577075,0.134,0.114,PredHel=0,0.949207,"extr 27, cyto 4",0.936,Q8WUJ1
ENSP00000463073,ENSG00000167733,ENST00000577917,0.593,0.934,PredHel=0,0.880724,"extr 27, nucl 2.5, cyto_nucl 2, lyso 2",0.906,Q7Z5J1
ENSP00000464642,ENSG00000079101,ENST00000579494,0.856,0.943,PredHel=0,0.338979,"extr 28, lyso 3",0.567,Q15846
ENSP00000463922,ENSG00000173918,ENST00000579760,0.88,0.963,PredHel=1,0.875078,"extr 25, lyso 4",0.721,Q9BXJ1
ENSP00000464145,ENSG00000266524,ENST00000580279,0.821,0.914,PredHel=0,0.71334,"extr 15, pero 6, E.R. 4, lyso 3, golg 3, cyto",0.925,P55107
ENSP00000462990,ENSG00000173918,ENST00000580454,0.88,0.963,PredHel=1,0.875078,"extr 25, lyso 4",0.721,Q9BXJ1
ENSP00000463108,ENSG00000173918,ENST00000580474,0.88,0.963,PredHel=1,0.875078,"extr 25, lyso 4",0.721,Q9BXJ1
ENSP00000463386,ENSG00000141316,ENST00000580599,0.885,0.954,PredHel=0,0.195519,extr 31,0.946,Q8IXA5
ENSP00000464655,ENSG00000154080,ENST00000580774,0.249,0.98,PredHel=1,0.75377,"extr 23, E.R. 6",0.953,Q7L1S5
ENSP00000462481,ENSG00000173918,ENST00000581774,0.88,0.963,PredHel=1,0.875078,"extr 25, lyso 4",0.721,Q9BXJ1
ENSP00000464636,ENSG00000167419,ENST00000582328,0.802,0.954,PredHel=0,0.080432,"extr 15, E.R. 6, pero 5, lyso 3, mito_pero 3",0.646,P22079
ENSP00000463008,ENSG00000173918,ENST00000583904,0.88,0.963,PredHel=1,0.875078,"extr 25, lyso 4",0.721,Q9BXJ1
ENSP00000467355,ENSG00000095752,ENST00000585513,0.771,0.762,PredHel=0,0.0281293,"extr 27, mito 3",0.815,P20809
ENSP00000465356,ENSG00000130208,ENST00000588750,0.784,0.957,PredHel=0,0.0276468,extr 32,0.939,P02654
ENSP00000468029,ENSG00000130208,ENST00000588802,0.784,0.957,PredHel=0,0.0276468,extr 32,0.939,P02654
ENSP00000466775,ENSG00000234906,ENST00000590360,0.825,0.948,PredHel=0,0.57088,extr 32,0.952,P02655
ENSP00000466009,ENSG00000108849,ENST00000591228,0.883,0.977,PredHel=0,0.615469,extr 30,0.921,P01298
ENSP00000468117,ENSG00000266200,ENST00000591655,0.83,0.917,PredHel=0,0.767589,"extr 22, mito 4, lyso 3",0.688,A0A075B781
ENSP00000466140,ENSG00000267335,ENST00000591656,0.173,0.104,PredHel=0,0.893132,"extr 24, nucl 4, cyto 2, mito 2, cyto_mito 2",0.938,K7ELM3
ENSP00000469417,ENSG00000213022,ENST00000594211,0.856,0.967,PredHel=0,0.833202,"extr 28, lyso 2",0.822,Q9UKQ9
ENSP00000471646,ENSG00000268320,ENST00000595228,0.886,0.947,PredHel=0,0.0751512,extr 32,0.927,P0DMR2
ENSP00000469258,ENSG00000126460,ENST00000596877,0.592,0.925,PredHel=0,0.513651,extr 31,0.978,M0QXL9
ENSP00000471132,ENSG00000104938,ENST00000597522,0.113,0.316,PredHel=1,0.804523,"cyto 8.5, pero 8, cyto_mito 7, mito 4.5, plas",0.949,Q9H2X3
ENSP00000472896,ENSG00000267631,ENST00000601167,0.173,0.104,PredHel=0,0.893132,"extr 24, nucl 4, cyto 2, mito 2, cyto_mito 2",0.938,K7ELM3
ENSP00000472467,ENSG00000189377,ENST00000601181,0.857,0.899,PredHel=0,0.976532,"extr 28, lyso 2",0.837,Q6UXB2
ENSP00000477140,ENSG00000182333,ENST00000608620,0.825,0.826,PredHel=0,0.0195861,"extr 21, cyto_nucl 5.5, cyto 4.5, nucl 3.5",0.761,P07098
